arch,encoder_name,pretrained,val_dice,val_iou,val_loss
DeepLabV3+,EfficientNet-B0,False,4.403747332071273e-12,4.403747332071273e-12,0.6352463960647583
DeepLabV3+,EfficientNet-B0,True,0.8815727233886719,0.804741382598877,0.1007941737771034
DeepLabV3+,EfficientNet-B1,False,4.403747332071273e-12,4.403747332071273e-12,0.6475305557250977
DeepLabV3+,EfficientNet-B1,True,0.9174476265907288,0.8563234210014343,0.073977842926979
DeepLabV3+,EfficientNet-B2,False,4.403747332071273e-12,4.403747332071273e-12,0.5955285429954529
DeepLabV3+,EfficientNet-B2,True,0.9237508773803712,0.8654999732971191,0.0669023096561431
DeepLabV3+,EfficientNet-B3,False,4.403747332071273e-12,4.403747332071273e-12,0.6440591812133789
DeepLabV3+,EfficientNet-B3,True,0.9100412130355836,0.8449075222015381,0.0802469551563263
DeepLabV3+,EfficientNet-B4,False,4.403747332071273e-12,4.403747332071273e-12,0.6366572976112366
DeepLabV3+,EfficientNet-B4,True,0.9272773861885072,0.8731173872947693,0.0626895800232887
DeepLabV3+,MiT-B0,False,0.935734748840332,0.883965790271759,0.058197233825922
DeepLabV3+,MiT-B0,True,0.928823173046112,0.8728244304656982,0.0630718618631362
DeepLabV3+,MiT-B1,False,0.8133268356323242,0.7043668031692505,0.1637690812349319
DeepLabV3+,MiT-B1,True,0.9139072895050048,0.846548318862915,0.0754376724362373
DeepLabV3+,MobileNetV2,False,0.9006927609443665,0.8304796814918518,0.0930484905838966
DeepLabV3+,MobileNetV2,True,0.9069347977638244,0.8450426459312439,0.081813283264637
DeepLabV3+,MobileOne-S0,False,0.7583546042442322,0.6357669830322266,0.2043017894029617
DeepLabV3+,MobileOne-S0,True,0.9017754197120668,0.8357796669006348,0.0875037834048271
DeepLabV3+,MobileOne-S1,False,0.7716777324676514,0.6549330949783325,0.1993812769651413
DeepLabV3+,MobileOne-S1,True,0.9132049083709716,0.8534991145133972,0.0742323622107505
DeepLabV3+,MobileOne-S2,False,0.7675716280937195,0.6503002643585205,0.2059986293315887
DeepLabV3+,MobileOne-S2,True,0.920809268951416,0.8640810251235962,0.0716963931918144
DeepLabV3+,MobileOne-S3,False,0.7861379981040955,0.6703702211380005,0.1887403726577758
DeepLabV3+,MobileOne-S3,True,0.9190919995307922,0.8618194460868835,0.0706755667924881
DeepLabV3+,mobileone_s4,False,0.7991945743560791,0.6872648596763611,0.1843673586845398
DeepLabV3+,mobileone_s4,True,0.9261685609817504,0.8712277412414551,0.0659164041280746
DeepLabV3+,ResNet18,False,0.932662308216095,0.880132257938385,0.058164108544588
DeepLabV3+,ResNet18,True,0.9031231999397278,0.8361232280731201,0.0856653675436973
DeepLabV3+,ResNet34,False,0.9359369277954102,0.8854910731315613,0.0613240525126457
DeepLabV3+,ResNet34,True,0.9124936461448668,0.8491511940956116,0.0761771872639656
FPN,EfficientNet-B0,False,4.403747332071273e-12,4.403747332071273e-12,1.224526286125183
FPN,EfficientNet-B0,True,0.9169765710830688,0.8543861508369446,0.0743802860379219
FPN,EfficientNet-B1,False,4.403747332071273e-12,4.403747332071273e-12,1.0766892433166504
FPN,EfficientNet-B1,True,0.920831561088562,0.8611822128295898,0.0715307146310806
FPN,EfficientNet-B2,False,4.403747332071273e-12,4.403747332071273e-12,1.063254714012146
FPN,EfficientNet-B2,True,0.9245031476020812,0.8676260113716125,0.0660123154520988
FPN,EfficientNet-B3,False,4.403747332071273e-12,4.403747332071273e-12,1.131948709487915
FPN,EfficientNet-B3,True,0.9385115504264832,0.8910425305366516,0.0552244409918785
FPN,EfficientNet-B4,False,4.403747332071273e-12,4.403747332071273e-12,1.0109654664993286
FPN,EfficientNet-B4,True,0.9390677809715272,0.8892631530761719,0.0538748912513256
FPN,MiT-B0,False,0.936151087284088,0.8840596675872803,0.0593812428414821
FPN,MiT-B0,True,0.900967538356781,0.8271393775939941,0.0918778926134109
FPN,MiT-B1,False,0.8929272890090942,0.8164002895355225,0.0958223268389701
FPN,MiT-B1,True,0.9363858699798584,0.8833256959915161,0.0550248473882675
FPN,MobileNetV2,False,0.8583164811134338,0.7719019651412964,0.1414212584495544
FPN,MobileNetV2,True,0.9366369247436525,0.8855553269386292,0.0563449747860431
FPN,MobileOne-S0,False,0.758237898349762,0.6387072205543518,0.2130991667509079
FPN,MobileOne-S0,True,0.9225639700889589,0.8619943261146545,0.0698885098099708
FPN,MobileOne-S1,False,0.7577107548713684,0.6396353840827942,0.2353959083557129
FPN,MobileOne-S1,True,0.9139989018440248,0.8515722751617432,0.0784767419099807
FPN,MobileOne-S2,False,0.7649297714233398,0.647977888584137,0.222229465842247
FPN,MobileOne-S2,True,0.920133411884308,0.8600752353668213,0.0799248293042182
FPN,MobileOne-S3,False,0.7631276249885559,0.6473509669303894,0.2151980102062225
FPN,MobileOne-S3,True,0.920017659664154,0.8619548678398132,0.0747469663619995
FPN,mobileone_s4,False,0.8123770356178284,0.7104738354682922,0.1989468783140182
FPN,mobileone_s4,True,0.923730492591858,0.8676942586898804,0.070619985461235
FPN,ResNet18,False,0.929835855960846,0.8778257966041565,0.0631421729922294
FPN,ResNet18,True,0.915798544883728,0.8549076914787292,0.0804949328303337
FPN,ResNet34,False,0.9296080470085144,0.8734173774719238,0.0620684698224067
FPN,ResNet34,True,0.9156401753425598,0.8524563312530518,0.0726790875196456
FPN,VGG11,False,0.9243346452713012,0.8652034401893616,0.0683928653597831
FPN,VGG11,True,0.9308133125305176,0.8770829439163208,0.0618409402668476
FPN,VGG13,False,0.9153767228126526,0.8550294041633606,0.0707050934433937
FPN,VGG13,True,0.9290998578071594,0.8734046816825867,0.0629582107067108
FPN,VGG16,False,0.927323043346405,0.8697319626808167,0.0639192461967468
FPN,VGG16,True,0.9257249236106871,0.8680221438407898,0.0653357952833175
FPN,VGG19,False,0.9111303091049194,0.8511607646942139,0.0850226432085037
FPN,VGG19,True,0.9179993271827698,0.8527666926383972,0.0714357644319534
PSPNet,EfficientNet-B0,False,4.403747332071273e-12,4.403747332071273e-12,0.6156734824180603
PSPNet,EfficientNet-B0,True,0.8214877843856812,0.719008207321167,0.1505742818117141
PSPNet,EfficientNet-B1,False,4.403747332071273e-12,4.403747332071273e-12,0.6118109822273254
PSPNet,EfficientNet-B1,True,0.8949965238571167,0.8187358379364014,0.093687392771244
