arch,encoder_name,pretrained,val_dice,val_iou,val_loss
U-Net,ResNet34,False,0.9267751574516296,0.8715915679931641,0.0729977935552597
U-Net,ResNet34,False,0.9130542278289796,0.8518579006195068,0.0884255096316337
U-Net,ResNet34,True,0.9290850758552552,0.8750401139259338,0.0721886083483696
U-Net,resnext101_32x4d,False,0.939228892326355,0.8916676044464111,0.0659526064991951
U-Net,resnext101_32x4d,False,0.9047558903694152,0.8355691432952881,0.0935785919427871
U-Net,resnext50_32x4d,False,0.9406320452690125,0.893241822719574,0.0629964917898178
U-Net,resnext50_32x4d,False,0.9110587239265442,0.8457625508308411,0.0870844572782516
U-Net,VGG11,False,0.9241754412651062,0.8681115508079529,0.0787943750619888
U-Net,VGG11,True,0.9384640455245972,0.8915238976478577,0.0648075714707374
U-Net,VGG13,False,0.9323814511299132,0.8803402185440063,0.070832259953022
U-Net,VGG13,True,0.9327803254127502,0.884017825126648,0.0712354034185409
U-Net,VGG16,False,0.910995364189148,0.8488886952400208,0.0896803736686706
U-Net,VGG16,True,0.946223795413971,0.9041107296943665,0.0585441254079341
U-Net,VGG19,False,0.9219191074371338,0.8646290302276611,0.0766746252775192
U-Net,VGG19,True,0.9434592723846436,0.899137020111084,0.0615019425749778
