arch,encoder,normalization,pretrained,train_dataset_length,test_dataset_length,parameter_count,inference_time,last_val_loss,last_val_dice,last_val_iou,last_val_train_loss,best_val_loss,best_val_dice,best_val_iou,best_val_train_loss
fpn,efficientnet-b4,zscore,other-dataset,252,1243,19350889,14.403595533370972,0.0633200403132078,0.9435453530002388,0.8986668237638589,0.017655450525501416,0.05198343331331413,0.9496750973542659,0.9079250794500472,0.017927362243570978
fpn,efficientnet-b4,zscore,same-dataset,252,1243,19350889,14.482932462692261,0.047165935506934806,0.955360601337706,0.9184671595321005,0.016870030482846594,0.040895488490788855,0.9600400188136081,0.9257405657779758,0.01692945947722783
fpn,mit_b0,zscore,scratch,252,1243,5072289,7.323213453292847,0.0858175856625468,0.9160697358515794,0.8555737209243345,0.04677243513010797,0.07834184240498854,0.9205269303325675,0.8601290072919089,0.050968688099630295
fpn,mit_b0,zscore,other-dataset,252,1243,5072289,7.1936934328079225,0.0595076229312395,0.9459532939514995,0.901441776646977,0.022560057245076648,0.05279093605562841,0.9483301534061939,0.9045279664755443,0.02275590959285933
fpn,mit_b0,zscore,same-dataset,252,1243,5072289,7.180253109931946,0.45860942399799104,0.11788962110273116,0.07011041666982688,0.4810236484285385,0.44823857532905553,0.3922889515554275,0.2541364240531788,0.48699978325102067
fpn,mit_b1,zscore,scratch,252,1243,15032257,7.180184960365295,0.34193482441184797,0.632640772832562,0.4808537812359565,0.348636552927986,0.34193482441184797,0.632640772832562,0.4808537812359565,0.348636552927986
fpn,mit_b1,zscore,other-dataset,252,1243,15032257,7.079290900230408,0.08488766777712016,0.9207006494364044,0.8641684471553885,0.03537684424765526,0.06345310575259086,0.9329639819966913,0.8800453514412153,0.045948685339045905
fpn,mit_b1,zscore,same-dataset,252,1243,15032257,7.308963832855224,0.4797689563213388,0.15766559907237143,0.10226028120672366,0.504668410808321,0.4535237186298386,0.42113188467774,0.2761413914871925,0.49658777600242976
fpn,mobilenet_v2,zscore,scratch,252,1243,4214849,5.027915182113648,0.11461105302563619,0.9014259109742586,0.8298321844394037,0.024544392195012834,0.10951563231617044,0.8975392469742177,0.8248526591594816,0.03205960255766672
fpn,mobilenet_v2,zscore,other-dataset,252,1243,4214849,5.202025289535523,0.08470182712410883,0.926788331228979,0.874527927760817,0.017435522365664678,0.06719146573006483,0.9382752067891226,0.8898380299489151,0.01912621713228642
fpn,mobilenet_v2,zscore,same-dataset,252,1243,4214849,5.242790412902832,0.08958150749113515,0.9230916057012778,0.8673874225140769,0.017428052242076587,0.07343610365330358,0.9330777132213834,0.8819459177080126,0.019253697896760607
fpn,mobileone_s0,zscore,scratch,252,1243,6265009,16.17242527961731,0.21388043682611668,0.8117212320851014,0.7042783127613635,0.04212895349141151,0.1878892045081477,0.8229479904819282,0.7179981340636962,0.059206965187239266
fpn,mobileone_s0,zscore,other-dataset,252,1243,6265009,17.159946184158326,0.08404838037845691,0.9244329298300218,0.869668722344519,0.020198712391512736,0.06573181160615513,0.9355225927486405,0.8825138380521742,0.026591184238592785
fpn,mobileone_s0,zscore,same-dataset,252,1243,6265009,16.193965158462525,0.07234029174570297,0.9352964952120547,0.8842517119305612,0.019950774276540392,0.062023313873397275,0.9454254041443116,0.8993924609711357,0.01910369015402264
fpn,mobileone_s1,zscore,scratch,252,1243,5700353,7.729271049499512,0.2870865844232079,0.7550804921915142,0.6352413141813762,0.03290590436922179,0.1771287247238865,0.7978726066319288,0.6771308568247076,0.11808547141059997
fpn,mobileone_s1,zscore,other-dataset,252,1243,5700353,7.791644787788391,0.09453882865026317,0.9267765936694218,0.8719847089133719,0.016178891535789247,0.07578445899683146,0.9288266750467657,0.8736485383823238,0.0247654848332916
fpn,mobileone_s1,zscore,same-dataset,252,1243,5700353,7.732848029136658,0.09759664629029345,0.9214016660412568,0.8644662474972149,0.016555344863306908,0.0856645361476144,0.9300070929124484,0.8765615392671127,0.017624336220915356
fpn,mobileone_s2,zscore,scratch,252,1243,8237569,7.7888656330108645,0.23424148112415596,0.8015032731422185,0.6879050516832863,0.03288733772933483,0.20502127438471957,0.7946634031742308,0.6763261116423726,0.07275355098739503
fpn,mobileone_s2,zscore,other-dataset,252,1243,8237569,7.576248002052307,0.0816149455903522,0.9337004671534126,0.8818322340519507,0.014486532717470139,0.0758500188972714,0.9312847801877526,0.8783400674453208,0.018660342172970846
fpn,mobileone_s2,zscore,same-dataset,252,1243,8237569,7.778326072692871,0.1183910100800993,0.9079262103558737,0.8444889848115266,0.01645044374856211,0.08595343006059995,0.9162299845934107,0.8561430092502388,0.031214540499070333
fpn,mobileone_s3,zscore,scratch,252,1243,10580865,7.703023386001587,0.22875549595680145,0.8177801824248998,0.7133294530962133,0.02751639987977724,0.20660662516795716,0.817528339134333,0.7121725571510394,0.0391093749434702
fpn,mobileone_s3,zscore,other-dataset,252,1243,10580865,7.726357436180114,0.08842619780034475,0.9292601065969429,0.8766727263373132,0.013679561175642506,0.06766907882757563,0.9393408131618607,0.892118549116753,0.017148403362149282
fpn,mobileone_s3,zscore,same-dataset,252,1243,10580865,7.717575664520264,0.09538703965066617,0.9298207980437521,0.877231736770102,0.012473113716594757,0.06432774876359001,0.9364831530079185,0.8865989376629732,0.02775673234155254
fpn,mobileone_s4,zscore,scratch,252,1243,15443433,10.241905937194824,0.19775681019021155,0.8426490585744525,0.7520804892407246,0.02258467964000172,0.15230656861779387,0.8683503765495957,0.7845612730791947,0.024720421859196255
fpn,mobileone_s4,zscore,other-dataset,252,1243,15443433,10.370193634033203,0.08765967515142138,0.9308051318769386,0.8796810516885281,0.012225634758434599,0.08045780164214363,0.9264899980417682,0.8732226967140253,0.025740699546914252
fpn,mobileone_s4,zscore,same-dataset,252,1243,15443433,10.23410717010498,0.09046500943427305,0.9295084769938707,0.8763030321484886,0.012657851424245607,0.0786837962480773,0.9297829034917314,0.877754942601665,0.018082841846441464
fpn,resnet18,zscore,scratch,252,1243,13040961,3.2277974390983584,0.09299223096209577,0.9156505802611814,0.8602187666121933,0.02857243080460836,0.060444007051489765,0.9377603154938161,0.888660980249161,0.03228453730070402
fpn,resnet18,zscore,other-dataset,252,1243,13040961,3.15831871509552,0.06510961090520995,0.9416770919713874,0.8970567437783423,0.017802868792343707,0.050560083399112436,0.944359272214931,0.8979518380936172,0.035180514944451194
fpn,resnet18,zscore,same-dataset,252,1243,13040961,3.168093762397766,0.09025352976598859,0.9286667370355043,0.8784113689861467,0.01559366930335287,0.06172143809395458,0.9436600494077871,0.9012062451768478,0.01797423783748869
fpn,resnet34,zscore,scratch,252,1243,23149121,4.393697285652161,0.05493053969232574,0.940631808145144,0.8942282738842892,0.030739267548871418,0.05493053969232574,0.940631808145144,0.8942282738842892,0.030739267548871418
fpn,resnet34,zscore,other-dataset,252,1243,23149121,4.257210259437561,0.1050414268290047,0.9057811520700002,0.84898740268962,0.017839781200838466,0.05271608502344076,0.9463843708544706,0.9037347940888408,0.020463518325298552
fpn,resnet34,zscore,same-dataset,252,1243,23149121,4.365688316822052,0.05456122018738514,0.9508558228815743,0.9130800597051987,0.017189539555046294,0.052823627168314166,0.9496878541868153,0.9118738350902751,0.01778213203781181
fpn,vgg11_bn,zscore,scratch,252,1243,11308545,2.9141030597686766,0.07493546108804397,0.9264099730279114,0.8735435367685503,0.03509966697957781,0.05971382223878862,0.9378399108555273,0.8867355954330579,0.04230894479486677
fpn,vgg11_bn,zscore,other-dataset,252,1243,11308545,2.8442755222320555,0.05331209431419618,0.9489617044659076,0.9095728176789042,0.019167096073192263,0.047769825210253844,0.9492792879873385,0.9083684374992634,0.02964245066756294
fpn,vgg11_bn,zscore,same-dataset,252,1243,11308545,2.8588140845298766,0.0705679720290131,0.9400063719561478,0.895056268810171,0.0188260708181631,0.0508500802617637,0.9494067604083355,0.9089320851062827,0.02425173359612624
fpn,vgg13_bn,zscore,scratch,252,1243,11493441,3.755853762626648,0.07044053547629789,0.9352657819887562,0.8898266146284672,0.03591086206928132,0.06629288119540422,0.9316233230615372,0.8791434617169136,0.0429513928672624
fpn,vgg13_bn,zscore,other-dataset,252,1243,11493441,3.786948173046112,0.07063180172241991,0.9367066158561675,0.8902316542277869,0.020371816283653654,0.049352580371252106,0.9493946380799371,0.9089267865746422,0.023242443179090817
fpn,vgg13_bn,zscore,same-dataset,252,1243,11493441,3.8293308901786802,0.07531850770031936,0.9381370521416514,0.8956291662140997,0.022569542957676783,0.05819075904660712,0.9419703817329191,0.8998794149028996,0.03370396237051676
fpn,vgg19_bn,zscore,scratch,252,1243,22117953,5.098011512756347,0.09582234928661647,0.9115991346891714,0.8538847583393272,0.038805971602125774,0.06721028845010989,0.9264677528019212,0.871252283969428,0.042103664624312566
fpn,vgg19_bn,zscore,other-dataset,252,1243,22117953,5.085765113830567,0.0569417847324933,0.9491954897069586,0.9091764674106146,0.022426117093317093,0.051856156687341386,0.9463134207077211,0.9018625372950339,0.036554554625163
fpn,vgg19_bn,zscore,same-dataset,252,1243,22117953,5.064114241600037,0.075448667293389,0.9381373291138383,0.8957978092847289,0.01798454172436207,0.05463189168062214,0.9515237954002375,0.915469779952917,0.019823135068965336
pspnet,efficientnet-b0,zscore,scratch,252,1243,4055235,4.028846390247345,0.3095095318742846,0.6866039328295093,0.5555942068153682,0.04024396275007536,0.3095095318742846,0.6866039328295093,0.5555942068153682,0.04024396275007536
pspnet,efficientnet-b0,zscore,other-dataset,252,1243,4055235,4.2750691270828245,0.1261982935647857,0.8701109820954376,0.7961707767323918,0.04235779730573533,0.08640263003633565,0.9061096940228561,0.841877532983536,0.04153948566979832
pspnet,efficientnet-b0,zscore,same-dataset,252,1243,4055235,4.205792937278748,0.13286283840024463,0.8691182869246,0.7922984876655708,0.04620224852410574,0.09255447742781713,0.9037405690740216,0.8399681262402217,0.043945944498455715
pspnet,efficientnet-b1,zscore,scratch,252,1243,6560871,6.662758374214173,0.3616617783028947,0.6285330062898434,0.4975482041521218,0.0337178697661748,0.3616617783028947,0.6285330062898434,0.4975482041521218,0.0337178697661748
pspnet,efficientnet-b1,zscore,other-dataset,252,1243,6560871,6.869006381034851,0.09284565064303835,0.8996011104108054,0.8405623992220203,0.03913515250361155,0.07647924676645407,0.9156245747978229,0.8574739599649885,0.04035397914666978
pspnet,efficientnet-b1,zscore,same-dataset,252,1243,6560871,6.97584321975708,0.08705967160021214,0.9118436132816182,0.8586703008542785,0.03971726926309722,0.07907222183788389,0.9175069276498194,0.8669041985000033,0.038042826371060476
pspnet,efficientnet-b2,zscore,scratch,252,1243,7757591,6.917801909446716,0.22051692181600263,0.7724445562447066,0.6644777998460077,0.03165691251319552,0.22051692181600263,0.7724445562447066,0.6644777998460077,0.03165691251319552
pspnet,efficientnet-b2,zscore,other-dataset,252,1243,7757591,6.724651856422424,0.07337237201025672,0.9231437190539973,0.8721322464731942,0.03839699243978849,0.07337237201025672,0.9231437190539973,0.8721322464731942,0.03839699243978849
pspnet,efficientnet-b2,zscore,same-dataset,252,1243,7757591,6.921330542564392,0.08828405714020648,0.9122181326174871,0.8533797958447679,0.033914882985372395,0.07295991521109906,0.9242525860271623,0.8707016034176152,0.03767752948971022
pspnet,efficientnet-b3,zscore,scratch,252,1243,10752685,7.603456630706787,0.15785725634134495,0.8287701806231842,0.7331550497253001,0.029641760483620657,0.15785725634134495,0.8287701806231842,0.7331550497253001,0.029641760483620657
pspnet,efficientnet-b3,zscore,other-dataset,252,1243,10752685,7.745487365722656,0.094442012958822,0.9069178616530648,0.8536791914619943,0.034615135322960594,0.07640934991481702,0.9193001840734136,0.8680907143572119,0.03764548779480041
pspnet,efficientnet-b3,zscore,same-dataset,252,1243,10752685,7.796242589950562,0.09993084552469315,0.9032771650668794,0.8456424109320053,0.03440726004422657,0.08419722596772333,0.9180294713567364,0.8583340702379124,0.03952920767996046
pspnet,efficientnet-b4,zscore,scratch,252,1243,17613963,9.602576971054077,0.45619043192360925,0.5544113132710047,0.4216467618750452,0.02939345906414683,0.2839762181978694,0.6790641002470893,0.5563202647556725,0.027306198541607176
pspnet,efficientnet-b4,zscore,other-dataset,252,1243,17613963,9.587269115447999,0.0673588139101659,0.9277271407319957,0.875120745295972,0.031267028183691085,0.06302103206922906,0.9306318447269554,0.8820073169177325,0.0313814604093158
pspnet,efficientnet-b4,zscore,same-dataset,252,1243,17613963,9.41690076828003,0.08065404399198481,0.9205945192185123,0.8644569263473597,0.029140457924869325,0.06614376413347446,0.9297976628101745,0.8790153570934734,0.03495924913930514
pspnet,mit_b0,zscore,scratch,252,1243,3391633,3.762932481765747,0.11157226935328732,0.87697298720491,0.7979253487345296,0.04768809120333384,0.0848194289643824,0.9051899867775166,0.8343537469497153,0.052965378240933496
pspnet,mit_b0,zscore,other-dataset,252,1243,3391633,3.5762089610099794,0.07713603482477528,0.9094436765196624,0.8451666406154249,0.0480279325256272,0.07713603482477528,0.9094436765196624,0.8451666406154249,0.0480279325256272
pspnet,mit_b0,zscore,same-dataset,252,1243,3391633,3.769278724193573,0.797042892713846,4.184596021911316e-12,4.184596021911316e-12,0.4824770963381207,0.46207179926329817,0.1754943826390121,0.1045041382401037,0.46177850214261856
pspnet,mit_b1,zscore,scratch,252,1243,13298465,3.607167043685913,0.12482674767533715,0.8690269202449489,0.7906579647156278,0.038941319617960185,0.0753422418035333,0.9147401212782794,0.8491405255355282,0.060039757736145505
pspnet,mit_b1,zscore,other-dataset,252,1243,13298465,3.593064639568329,0.07515922427920689,0.9176337440840582,0.8570612725574742,0.041330184787511826,0.07515922427920689,0.9176337440840582,0.8570612725574742,0.041330184787511826
pspnet,mit_b1,zscore,same-dataset,252,1243,13298465,3.5229078340530395,0.43975592371636785,0.45860659217800165,0.31982752136524534,0.46307008323215304,0.43975592371636785,0.45860659217800165,0.31982752136524534,0.46307008323215304
pspnet,mobilenet_v2,zscore,scratch,252,1243,2262777,3.4868902373313904,0.17552835514060164,0.8388034336430741,0.7538718039818761,0.03893438909971525,0.10548108245515095,0.8872842297665265,0.8152020416812176,0.04238003232176342
pspnet,mobilenet_v2,zscore,other-dataset,252,1243,2262777,3.4882153630256654,0.14819095130898927,0.8502055821836906,0.7674647747079691,0.04241578345970502,0.10996287242956729,0.8777389253998417,0.8046264241802433,0.06035269158227103
pspnet,mobilenet_v2,zscore,same-dataset,252,1243,2262777,3.501124155521393,0.13075839462581412,0.8621920808514375,0.7839446263455232,0.04301187076738903,0.10078077606874805,0.8902484382819669,0.8186762446083566,0.04704201126855517
pspnet,mobileone_s0,zscore,scratch,252,1243,4420625,7.461073627471924,0.12873799210580625,0.8835848883477699,0.8097489545734678,0.025173008323661865,0.10333297959710933,0.8983794340469716,0.8306721279147357,0.02757079355300419
pspnet,mobileone_s0,zscore,other-dataset,252,1243,4420625,7.349862093925476,0.10474633811489767,0.9017664655407686,0.8347301609748232,0.022344740078089727,0.08080710972976224,0.913309340887461,0.8520659188157785,0.032468113752584606
pspnet,mobileone_s0,zscore,same-dataset,252,1243,4420625,7.570156488418579,0.08309623427623142,0.9200195794324192,0.8607815767811463,0.021778330502528993,0.07384096903011671,0.9226214200953563,0.8644959333915434,0.033510800332777084
pspnet,mobileone_s1,zscore,scratch,252,1243,3782353,3.734521927833557,0.20252250885397605,0.8408112635271068,0.7517751439003242,0.022542780826962185,0.16166679113384033,0.8424110059669108,0.7535950773105636,0.05105139386086237
pspnet,mobileone_s1,zscore,other-dataset,252,1243,3782353,3.8479702258110047,0.14055261122585783,0.869438225476855,0.7928391860937363,0.02148742950151837,0.10250560328520217,0.8941993767085424,0.8225393989636643,0.03163459078068771
pspnet,mobileone_s1,zscore,same-dataset,252,1243,3782353,3.894815366268158,0.1307528006004309,0.8779543073351884,0.8053689739537259,0.026218645688560274,0.09409640761195702,0.9006451332847245,0.8363641990545001,0.028486113551826703
pspnet,mobileone_s2,zscore,scratch,252,1243,6168129,4.0508489775657655,0.18355396129820295,0.8366862670702025,0.7450247842845472,0.02195079488650201,0.11592306534752957,0.8877712155385834,0.8144771348825885,0.02786361485246628
pspnet,mobileone_s2,zscore,other-dataset,252,1243,6168129,3.8372137713432313,0.14877970978222063,0.8762172246689003,0.8075277723809546,0.01820550483488847,0.11519872045334749,0.8699963014162267,0.7864689627483978,0.057477338269116385
pspnet,mobileone_s2,zscore,same-dataset,252,1243,6168129,3.892797131538391,0.1326699969467384,0.8845115770568602,0.8104146246169712,0.020377823639483678,0.10870501316322594,0.8953756468965465,0.8290140642241327,0.024987556572471346
pspnet,mobileone_s3,zscore,scratch,252,1243,8556593,3.9630806374549867,0.16224400599637726,0.86675161789812,0.7864292072655209,0.0190644883920276,0.12178866531061532,0.8863122085362601,0.8123559441570304,0.023544373966398694
pspnet,mobileone_s3,zscore,other-dataset,252,1243,8556593,3.8596918296813967,0.16887501159072976,0.8615198438434186,0.7829390711488977,0.016259413301235155,0.12188342042201389,0.8899725551866084,0.8213403610481146,0.020099216155589572
pspnet,mobileone_s3,zscore,same-dataset,252,1243,8556593,3.8310998558998106,0.16769695823842828,0.8572974953072166,0.7718462510542436,0.02094891368751488,0.10068158558416251,0.9058380080918966,0.8379636604941284,0.023581428157668265
pspnet,mobileone_s4,zscore,scratch,252,1243,13566841,3.737702069282532,0.1762097581849401,0.8656336775923197,0.7840175745665595,0.014873229898512363,0.10515959960073593,0.8919295167500993,0.8209491988294851,0.028546312350838904
pspnet,mobileone_s4,zscore,other-dataset,252,1243,13566841,3.8527942442893983,0.15117237041385923,0.8749632275305922,0.8031997356506864,0.014769820200781974,0.10743729990763906,0.8847975742404536,0.8124353764810969,0.03668801161268401
pspnet,mobileone_s4,zscore,same-dataset,252,1243,13566841,3.9458003211021424,0.13470958055192583,0.8833799396708236,0.8096097307826662,0.015609530554640861,0.09711954121688442,0.9002028501331087,0.8341645872218898,0.024528546938820492
pspnet,resnet18,zscore,scratch,252,1243,11323553,1.7127526307106018,0.165763024207765,0.8488901121810091,0.7764807338208224,0.03789673095184659,0.09013291627576249,0.9097337983638552,0.8502145565428852,0.03366304750716875
pspnet,resnet18,zscore,other-dataset,252,1243,11323553,1.6891273629665375,0.10743386827690987,0.8995650610613036,0.840674306343183,0.029901389564786638,0.09815033721233316,0.8931653896647889,0.8300329041116581,0.04606857706630041
pspnet,resnet18,zscore,same-dataset,252,1243,11323553,1.7650454425811768,0.09992093488586017,0.9001009922687411,0.8410521190394726,0.03209072144495116,0.08148821748415501,0.9111431172463746,0.8519737591977476,0.04178545647670352
pspnet,resnet34,zscore,scratch,252,1243,21431713,2.300454069375992,0.11695997361828028,0.8905146810573047,0.8308790111771919,0.03157627925513282,0.06798413819659649,0.9282479593088238,0.8784522404137486,0.033447295131664424
pspnet,resnet34,zscore,other-dataset,252,1243,21431713,2.0772521507740023,0.10660757442107627,0.8918108588155008,0.8356742488695361,0.029965934181024157,0.06971036955678261,0.921929214428436,0.8638179576502437,0.04038479344712363
pspnet,resnet34,zscore,same-dataset,252,1243,21431713,2.2192799866199495,0.08082807004116085,0.9189183495261453,0.8686746039509485,0.029569356864880002,0.06901253485933774,0.9269684111026631,0.876698690369929,0.032792357905280026
pspnet,vgg11_bn,zscore,scratch,252,1243,10017793,2.3089209604263305,0.12125185895066826,0.8727607011603234,0.80458757048735,0.04285952981029238,0.0832208628471782,0.9068979468924905,0.8459707967523404,0.04633150379809122
pspnet,vgg11_bn,zscore,other-dataset,252,1243,10017793,2.05401535987854,0.0928939520018003,0.9066934171263863,0.8502599703910748,0.028252176910875334,0.08871195223167455,0.9113692899720859,0.8588984942877379,0.03159801011520719
pspnet,vgg11_bn,zscore,same-dataset,252,1243,10017793,2.074972479343414,0.08636948578988748,0.9122418847087882,0.8556832135538851,0.027139132458066182,0.08409520514962755,0.9106440739773591,0.8493739501756713,0.032924263900707636
pspnet,vgg13_bn,zscore,scratch,252,1243,10202689,3.0627580761909483,0.1282485552545718,0.8740520358373346,0.8064728289578869,0.03486454013794187,0.0803295041307843,0.9111842295860726,0.850840188760673,0.04864707861154798
pspnet,vgg13_bn,zscore,other-dataset,252,1243,10202689,3.0501251125335695,0.0856616546850193,0.915052917247229,0.8603299314325507,0.029311518583978926,0.07702154825027202,0.9236375965231959,0.8737432632538358,0.030756443029358274
pspnet,vgg13_bn,zscore,same-dataset,252,1243,10202689,3.058924152851105,0.11379924222335447,0.892739163803076,0.8326123639257896,0.02713319934194996,0.06934668758489965,0.926851086911902,0.8731439936477526,0.031187062166512958
pspnet,vgg19_bn,zscore,scratch,252,1243,20827201,4.192938556671143,0.09299867660742274,0.9064148260716556,0.8487241576970439,0.03751879883190942,0.08604993862388409,0.9094604475308309,0.8461223043747133,0.03921936842657271
pspnet,vgg19_bn,zscore,other-dataset,252,1243,20827201,4.170098233222961,0.11045997799018267,0.8995957512675229,0.8411470370626412,0.027927745784085894,0.08423154211917043,0.9164215914203769,0.8605729116131391,0.030943875629750508
pspnet,vgg19_bn,zscore,same-dataset,252,1243,20827201,4.1734592056274415,0.08352432226760677,0.9199420348924682,0.8686740983424414,0.02169726587950237,0.06909626555701752,0.9294900211325021,0.8806978933099576,0.02696198627116188
segformer,efficientnet-b0,zscore,scratch,252,1243,4471869,8.18853888988495,0.11025848354146256,0.8833306666256819,0.8054954428300681,0.02303143318683382,0.11025848354146256,0.8833306666256819,0.8054954428300681,0.02303143318683382
segformer,efficientnet-b0,zscore,other-dataset,252,1243,4471869,8.311838726997376,0.06406855121051123,0.9316884514217116,0.8803384286783822,0.019045505377035293,0.0627429411594463,0.9338959435350168,0.8841664658758972,0.021463753005105352
segformer,efficientnet-b0,zscore,same-dataset,252,1243,4471869,8.469429459571838,0.05885797910458219,0.9409102618646353,0.8963012073851361,0.018418208474204653,0.05106930612426847,0.9470097901642754,0.9047841273865581,0.020358802957667246
segformer,efficientnet-b1,zscore,scratch,252,1243,6977505,11.225527715682983,0.09462679128971008,0.8995499545685821,0.8322597271189609,0.023718352680878033,0.09462679128971008,0.8995499545685821,0.8322597271189609,0.023718352680878033
segformer,efficientnet-b1,zscore,other-dataset,252,1243,6977505,11.0151042842865,0.07170183600577633,0.9287340013806319,0.8756497491297949,0.018195110299284497,0.055847259557544465,0.9414587519577406,0.8944795359936052,0.022357567376087583
segformer,efficientnet-b1,zscore,same-dataset,252,1243,6977505,11.245569581985473,0.04388025253471691,0.9559325212830032,0.9184780650242432,0.018940965098048015,0.04130572929666681,0.9561858825499457,0.9184842903769409,0.024779896532732344
segformer,efficientnet-b2,zscore,scratch,252,1243,8177603,10.97240574836731,0.07686828474243705,0.9191772479351163,0.8590406991739189,0.027363317589911205,0.07686828474243705,0.9191772479351163,0.8590406991739189,0.027363317589911205
segformer,efficientnet-b2,zscore,other-dataset,252,1243,8177603,10.924012804031372,0.06354402974907276,0.9328978792468291,0.8862831471720148,0.017421066140135128,0.04717788140402623,0.947669448146682,0.9075893085998388,0.02191762052594669
segformer,efficientnet-b2,zscore,same-dataset,252,1243,8177603,11.046510982513428,0.05881994416935733,0.9423141648284102,0.8995968756518437,0.017284839724500973,0.04679275190791869,0.9504406292977491,0.9113717244118332,0.022349784209851235
segformer,efficientnet-b3,zscore,scratch,252,1243,11189081,12.223137893676757,0.0946841297411957,0.8993957270946794,0.8342241446816528,0.01974788515104188,0.0946841297411957,0.8993957270946794,0.8342241446816528,0.01974788515104188
segformer,efficientnet-b3,zscore,other-dataset,252,1243,11189081,12.155663719177246,0.05363511547674024,0.9467619936598565,0.9048378561546221,0.017746197917158642,0.048933830450881614,0.9502034973733768,0.9097009760088626,0.016988552870258453
segformer,efficientnet-b3,zscore,same-dataset,252,1243,11189081,12.627108459472657,0.04852379632219133,0.9547254803290026,0.9159859728640544,0.015069341967030176,0.043189819875208486,0.9539547020259252,0.9143029801421653,0.028040057491688503
segformer,efficientnet-b4,zscore,scratch,252,1243,18067945,18.000040292739868,0.07355341401583518,0.9207956056295626,0.8664525980347122,0.02234754687736905,0.07355341401583518,0.9207956056295626,0.8664525980347122,0.02234754687736905
segformer,efficientnet-b4,zscore,other-dataset,252,1243,18067945,14.30619457244873,0.05362828317445224,0.9423938583963261,0.9012987684647307,0.01541967796427863,0.04982820783808456,0.9475041732419812,0.9068557074831458,0.017280711245442195
segformer,efficientnet-b4,zscore,same-dataset,252,1243,18067945,14.44182237625122,0.04690449035105356,0.9548985250324179,0.9174646667578675,0.014745549727526923,0.04124081720412976,0.9574777337685767,0.9215699385369102,0.019215250106912756
segformer,mit_b0,zscore,scratch,252,1243,3711265,6.9855830144882205,0.056769292175242334,0.9423526048852088,0.8967049315583773,0.02514298940225253,0.05247572889777795,0.9447055764478345,0.900607960701756,0.02805878884262509
segformer,mit_b0,zscore,other-dataset,252,1243,3711265,7.3026761722564695,0.055909947196226974,0.9438377911298388,0.8996550467162006,0.0219431971273725,0.055909947196226974,0.9438377911298388,0.8996550467162006,0.0219431971273725
segformer,mit_b0,zscore,same-dataset,252,1243,3711265,6.642903037071228,0.3058077095980042,0.6214086765832509,0.4630970918451311,0.22451771062517922,0.251327624195349,0.7101518998487477,0.5562788107082524,0.235851612355974
segformer,mit_b1,zscore,scratch,252,1243,13671233,7.529889278411865,0.06995559037211242,0.9290830914473591,0.8778294630810223,0.025913607920446093,0.04714710823142615,0.9490393732980865,0.9065468834948367,0.031021975039962738
segformer,mit_b1,zscore,other-dataset,252,1243,13671233,7.3760006141662595,0.050484126030631536,0.9475487174281936,0.9040579523468631,0.029252399054784623,0.04801125268205365,0.9490235674697741,0.9066170165352733,0.0318189679630219
segformer,mit_b1,zscore,same-dataset,252,1243,13671233,7.326467213630676,5.947446625173236,0.18523067816168862,0.10301734134255161,0.45136492214505636,0.42518506216504165,0.39969667310400153,0.25405661846875954,0.45013095745964654
segformer,mobilenet_v2,zscore,scratch,252,1243,2923713,5.840504627227784,0.0916218786280863,0.909025891979951,0.845648157913073,0.02452817571068567,0.08578845719512393,0.9127461869967914,0.854019421295878,0.024803669916258916
segformer,mobilenet_v2,zscore,other-dataset,252,1243,2923713,6.127329587936401,0.06414637909430414,0.93705711533538,0.8891121215237213,0.0182451390262161,0.05825059919686252,0.9402727263643199,0.8946625444070044,0.021458743790548945
segformer,mobilenet_v2,zscore,same-dataset,252,1243,2923713,6.0176655960083005,0.06077457703679968,0.9398422732241961,0.8939676246428241,0.020160247054364946,0.054778089115961076,0.9439459898159184,0.8992521150977211,0.023000387563591913
segformer,mobileone_s0,zscore,scratch,252,1243,4982065,15.775540437698364,0.18928814750713202,0.8107678661975569,0.7023889669370766,0.039121547152125645,0.18928814750713202,0.8107678661975569,0.7023889669370766,0.039121547152125645
segformer,mobileone_s0,zscore,other-dataset,252,1243,4982065,18.548869075775148,0.09937223512754263,0.9075728713363194,0.847150461575914,0.01825804269266507,0.06288152454197647,0.9348582929885877,0.8846196518343299,0.02463913555183108
segformer,mobileone_s0,zscore,same-dataset,252,1243,4982065,16.24196027755737,0.06013755584233055,0.9440075137014842,0.8978693157266631,0.018175253748065896,0.05886228886086041,0.9426329882031761,0.8955732508235081,0.023681616381047262
segformer,mobileone_s1,zscore,scratch,252,1243,4421505,8.890552911758423,0.20931951628513903,0.7882367631454958,0.6743143913924262,0.03843453763023255,0.19817262700940944,0.7886451525929851,0.6751250702818842,0.04332803591849312
segformer,mobileone_s1,zscore,other-dataset,252,1243,4421505,8.138396158218384,0.0883401826515566,0.9156227119488766,0.8564787095147376,0.016690069011279514,0.07377936593942458,0.9290815638805338,0.8769143841866994,0.017250499525477015
segformer,mobileone_s1,zscore,same-dataset,252,1243,4421505,7.869341111183166,0.07068519547509744,0.9331375415154455,0.883257583562923,0.016806507926611675,0.06797065844194408,0.9322106352949564,0.8809902393712407,0.02202489883417175
