arch,encoder,normalization,pretrained,train_dataset_length,test_dataset_length,parameter_count,inference_time,last_val_loss,last_val_dice,last_val_iou,last_val_train_loss,best_val_loss,best_val_dice,best_val_iou,best_val_train_loss
segformer,mobileone_s2,zscore,scratch,252,1243,6958721,7.848877725601196,0.16295252407714425,0.8448525829269151,0.7482395356255774,0.02927345498686745,0.13967711343606057,0.8560789135896862,0.7630484750552803,0.03695241261332754
segformer,mobileone_s2,zscore,other-dataset,252,1243,6958721,7.936644144058228,0.0793658969257018,0.9258484169061588,0.8725514761018638,0.015251570277743869,0.07464588846492844,0.9253639150605697,0.8706212400526935,0.021806458513888103
segformer,mobileone_s2,zscore,same-dataset,252,1243,6958721,8.05418848991394,0.07232977883861799,0.9299255188491587,0.8801419763726183,0.015093985117144056,0.06248127767997506,0.935650894551726,0.8875582342846012,0.023118956191908745
segformer,mobileone_s3,zscore,scratch,252,1243,9302017,7.968619165420532,0.21259639312064368,0.7961166915832176,0.6795549164447493,0.028715859980337204,0.17297111808870075,0.8165950721439966,0.7085137670306745,0.03603317709787497
segformer,mobileone_s3,zscore,other-dataset,252,1243,9302017,8.037895350456237,0.08824705954098644,0.9162678361802167,0.86007608949227,0.014462466277773417,0.07042273500228446,0.9303683989103628,0.8803095031149044,0.015560344216369447
segformer,mobileone_s3,zscore,same-dataset,252,1243,9302017,7.88341600894928,0.0811748322240307,0.9244343580397885,0.871307102979812,0.013672348614486437,0.06504516269972702,0.9389477804219253,0.8928946305548867,0.015044582475508963
segformer,mobileone_s4,zscore,scratch,252,1243,14164585,10.706360273361206,0.17203702527673034,0.8341412517397229,0.7400945926614088,0.021378352292000302,0.11439028499784339,0.8837277357940797,0.8071063729130445,0.027258262629546816
segformer,mobileone_s4,zscore,other-dataset,252,1243,14164585,10.948692808151245,0.07812716991116898,0.9259936201505286,0.8727173897305134,0.013420052826404572,0.07300373276490313,0.9261262787030957,0.8731712723392109,0.019490015589528613
segformer,mobileone_s4,zscore,same-dataset,252,1243,14164585,10.834417915344238,0.07630431887634512,0.930370086062271,0.8796085663025933,0.013637454544622746,0.06725562878150855,0.933965725181377,0.8845489272549568,0.021100377663969994
segformer,resnet18,zscore,scratch,252,1243,11762113,3.6652268981933593,0.07677610868877302,0.9253378658647606,0.874428920945331,0.022457168984507756,0.05041684624487991,0.9469017479943347,0.9048789984165232,0.023890651792051302
segformer,resnet18,zscore,other-dataset,252,1243,11762113,3.9164409542083742,0.057232317518463846,0.9424729305031025,0.8994073238664353,0.01647338056789031,0.042079180982548293,0.9535188720960917,0.9148992260712726,0.02056972815522126
segformer,resnet18,zscore,same-dataset,252,1243,11762113,3.6285734605789184,0.04765334011490845,0.951006214175604,0.9129455555664946,0.01602755528357294,0.04765334011490845,0.951006214175604,0.9129455555664946,0.01602755528357294
segformer,resnet34,zscore,scratch,252,1243,21870273,4.867504653930664,0.06997654268147958,0.9292825421113117,0.8795835912371487,0.027554338620532127,0.04949998575070167,0.9454565002183615,0.9001011998060722,0.033803516437136936
segformer,resnet34,zscore,other-dataset,252,1243,21870273,4.9202758312225345,0.05300442429674506,0.9434695704177034,0.9035037271648477,0.017573694535900675,0.04220854626460509,0.9542580103548132,0.9174564143677248,0.01959681197527855
segformer,resnet34,zscore,same-dataset,252,1243,21870273,4.836451840400696,0.04107255873151201,0.9584805088856483,0.9249106796154166,0.015550781277910111,0.03989745659434498,0.9553501538854401,0.9193453385958438,0.02659032384436282
segformer,vgg11_bn,zscore,scratch,252,1243,10046081,3.50831520318985,0.08030766270880918,0.9126280737038304,0.8571124337703493,0.037717577483918935,0.06672910872430257,0.927315611467185,0.8768610432564206,0.0387710432211558
segformer,vgg11_bn,zscore,other-dataset,252,1243,10046081,3.491816954612732,0.04690721618162943,0.9489646859449048,0.9101243943623353,0.01895461973571588,0.0395893203072124,0.9555714116974982,0.9173172768909703,0.032544471766977084
segformer,vgg11_bn,zscore,same-dataset,252,1243,10046081,3.501537277698517,0.06982059178278989,0.928980222749595,0.8786194790589262,0.0218325060984445,0.044791456210042616,0.9504144059393738,0.9139276206829043,0.02140458667325595
segformer,vgg13_bn,zscore,scratch,252,1243,10230977,4.524876809120178,0.0701538176663154,0.9230375949739931,0.8731082504254047,0.03272185613593412,0.05625558821357073,0.9414123633362455,0.8957443206615249,0.03378713574437868
segformer,vgg13_bn,zscore,other-dataset,252,1243,10230977,4.51410943031311,0.05463354996227969,0.9421684828287924,0.8995602692890244,0.02531709832449754,0.05463354996227969,0.9421684828287924,0.8995602692890244,0.02531709832449754
segformer,vgg13_bn,zscore,same-dataset,252,1243,10230977,4.52620032787323,0.06213658123201453,0.93711652088242,0.8930738093099188,0.016612351561586063,0.04776402110906733,0.9497896295733157,0.911604974122174,0.020727423744069204
segformer,vgg19_bn,zscore,scratch,252,1243,20855489,5.80577214717865,0.06910238600218382,0.9253573981582015,0.871860583559314,0.05017941066670039,0.06099447238761767,0.9339229295259508,0.8835281339846401,0.04569647094560048
segformer,vgg19_bn,zscore,other-dataset,252,1243,20855489,5.82800639629364,0.0687189734423247,0.9310950688172615,0.8832652589916128,0.020371357540762615,0.04838184677873613,0.9486412806368987,0.909997958093522,0.0220749509772138
segformer,vgg19_bn,zscore,same-dataset,252,1243,20855489,5.821058869361877,0.0411046307836678,0.9589318830163269,0.926057207900866,0.018984107448468134,0.04086002268718311,0.9573354698052257,0.9231851152710059,0.02228107341816501
unet++,efficientnet-b0,zscore,scratch,252,1243,6569005,9.301745977401733,0.1101208143745424,0.8876134046890615,0.8122389629207497,0.022392537622224717,0.1101208143745424,0.8876134046890615,0.8122389629207497,0.022392537622224717
unet++,efficientnet-b0,zscore,other-dataset,252,1243,6569005,9.532689599990844,0.09193118623879679,0.9057946964702775,0.8559084544715053,0.01758797849631972,0.06592773565196837,0.9332026997978229,0.8876750801037323,0.018868994973008594
unet++,efficientnet-b0,zscore,same-dataset,252,1243,6569005,9.09396032333374,0.06823180467249977,0.9351062437074374,0.886160586595727,0.017939791970309756,0.05472930696098342,0.945638381945732,0.90280160420572,0.023766698818358165
unet++,efficientnet-b1,zscore,scratch,252,1243,9074641,12.057050819396972,0.14003236199806318,0.8610595398532318,0.7874329732678537,0.021416154941396107,0.12376240714605259,0.8716339416688043,0.8011901639491823,0.0230443538831813
unet++,efficientnet-b1,zscore,other-dataset,252,1243,9074641,12.003317422866822,0.056133404356140525,0.947701718091773,0.9052632317270661,0.018010151232518846,0.05229479262690724,0.9487703857360497,0.9078875209473835,0.020199734924568072
unet++,efficientnet-b1,zscore,same-dataset,252,1243,9074641,11.972856302261352,0.05009323196097525,0.9529579312975908,0.9145788321644667,0.017626559066157493,0.04638755794132034,0.9547323555305708,0.9183726444996276,0.019686127909355693
unet++,efficientnet-b2,zscore,scratch,252,1243,10400723,12.120629749298097,0.14557743562821507,0.8583238284048876,0.7852014910282862,0.021645302632971417,0.14557743562821507,0.8583238284048876,0.7852014910282862,0.021645302632971417
unet++,efficientnet-b2,zscore,other-dataset,252,1243,10400723,11.995196161270142,0.06209014308783477,0.9416005218211241,0.8995216665781992,0.018753172415826056,0.05755018543568908,0.9455418467809381,0.9050254837122064,0.01992542373519095
unet++,efficientnet-b2,zscore,same-dataset,252,1243,10400723,11.982971849441528,0.03884328596971252,0.9622440000550937,0.9301497351231348,0.01696300066061436,0.03884328596971252,0.9622440000550937,0.9301497351231348,0.01696300066061436
unet++,efficientnet-b3,zscore,scratch,252,1243,13624073,13.957382707595825,0.1014073989200477,0.8982504524728125,0.8292341301351043,0.020495736808885657,0.1014073989200477,0.8982504524728125,0.8292341301351043,0.020495736808885657
unet++,efficientnet-b3,zscore,other-dataset,252,1243,13624073,14.21949598312378,0.046880108059315743,0.9548869865705961,0.9170810410982164,0.01891501499192109,0.046880108059315743,0.9548869865705961,0.9170810410982164,0.01891501499192109
unet++,efficientnet-b3,zscore,same-dataset,252,1243,13624073,14.166417942047119,0.047626132950222694,0.954566875006629,0.9164810027216868,0.016971955371517983,0.0385041192971164,0.9636209814757565,0.931711710947517,0.01840656694202196
unet++,efficientnet-b4,zscore,scratch,252,1243,20812249,16.7589289188385,0.14779621233215087,0.8502939950048396,0.7698882759720302,0.02496135835018423,0.14779621233215087,0.8502939950048396,0.7698882759720302,0.02496135835018423
unet++,efficientnet-b4,zscore,other-dataset,252,1243,20812249,56.61168815612793,0.05798893308001762,0.9450865720225646,0.9013473375708656,0.02207845768758229,0.04345498153713569,0.9578811771334512,0.9228913022545395,0.019615696477038518
unet++,efficientnet-b4,zscore,same-dataset,252,1243,20812249,16.246630048751832,0.03955067254524987,0.9632913139877258,0.9314411958186548,0.016575941904669718,0.03955067254524987,0.9632913139877258,0.9314411958186548,0.016575941904669718
unet++,mit_b0,zscore,scratch,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
unet++,mit_b0,zscore,other-dataset,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
unet++,mit_b0,zscore,same-dataset,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
unet++,mit_b1,zscore,scratch,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
unet++,mit_b1,zscore,other-dataset,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
unet++,mit_b1,zscore,same-dataset,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
unet++,mobilenet_v2,zscore,scratch,252,1243,6824145,6.2742531204223635,0.08679642458764757,0.915028496126158,0.8585758470088747,0.024757471467767442,0.07664083940601119,0.9205746416688828,0.8657014809207195,0.026522614741845738
unet++,mobilenet_v2,zscore,other-dataset,252,1243,6824145,6.322551670074463,0.06485203674553099,0.9380895878553198,0.8930668919103719,0.01745453459166345,0.06177053760590327,0.937768892041158,0.8926042846777894,0.0218319631226006
unet++,mobilenet_v2,zscore,same-dataset,252,1243,6824145,6.159104018211365,0.07400289912762799,0.931805467183611,0.8825165298995911,0.01660051652126842,0.06422238645300402,0.9350955131450969,0.885671641302991,0.02284847560619551
unet++,mobileone_s0,zscore,scratch,252,1243,9883457,19.406670665740968,0.1260368287179706,0.8681390145471378,0.7829382659347424,0.029567269105759877,0.1260368287179706,0.8681390145471378,0.7829382659347424,0.029567269105759877
unet++,mobileone_s0,zscore,other-dataset,252,1243,9883457,19.145554008483888,0.06028389084367913,0.940620730792143,0.8943620184593783,0.022087400187812155,0.06028389084367913,0.940620730792143,0.8943620184593783,0.022087400187812155
unet++,mobileone_s0,zscore,same-dataset,252,1243,9883457,19.33523126602173,0.08029197455231739,0.9262171251967561,0.8727424879373319,0.019363115615551433,0.06737511682047637,0.9329402452501095,0.8809374090365029,0.024960039804379146
unet++,mobileone_s1,zscore,scratch,252,1243,12327889,11.015007305145264,0.18805178364533526,0.8125385921613305,0.7115131683725555,0.03123518277610105,0.12677923787148462,0.8620149231877714,0.7749697991368854,0.05737066647363088
unet++,mobileone_s1,zscore,other-dataset,252,1243,12327889,11.041530542373657,0.08304588117862266,0.922549677393845,0.8665548567798765,0.01747864218694823,0.06970646300099113,0.9337938689264864,0.8815032501711734,0.02297504089536175
unet++,mobileone_s1,zscore,same-dataset,252,1243,12327889,11.162604761123657,0.06949486758497005,0.9353588615227206,0.8862967487313722,0.016372331743320777,0.06949486758497005,0.9353588615227206,0.8862967487313722,0.016372331743320777
unet++,mobileone_s2,zscore,scratch,252,1243,18047953,11.288402519226075,0.12417779644697977,0.8744945480088888,0.7974487390617929,0.02967590501620656,0.11403521170130873,0.8746333678499499,0.7920905325744579,0.042635749907247604
unet++,mobileone_s2,zscore,other-dataset,252,1243,18047953,11.212863721847533,0.09635498447228322,0.9097068376917083,0.8522424444688105,0.01834285504642933,0.06671360012200793,0.937471356012125,0.8898704050053345,0.017757913570791956
unet++,mobileone_s2,zscore,same-dataset,252,1243,18047953,11.414541807174682,0.07918697763429183,0.9274504109917393,0.8767235844919783,0.015195339504215453,0.06592412390360311,0.9357011423701733,0.8866896832651029,0.024109035759927736
unet++,resnet18,zscore,scratch,252,1243,15964177,6.095723209381103,0.05099398090128734,0.9456398128408247,0.9033499922564407,0.02513913715642596,0.04597654703432096,0.9538779354632524,0.917323262098808,0.03378034649150712
unet++,resnet18,zscore,other-dataset,252,1243,15964177,6.19134304523468,0.05688429398466672,0.9441420914948419,0.9066472793910547,0.015916491548220318,0.04691646409341623,0.9539576405397079,0.9176824129308699,0.017882081428690563
unet++,resnet18,zscore,same-dataset,252,1243,15964177,6.182343020439148,0.04502116362485594,0.9567240479485412,0.9224786390149584,0.016931435773296963,0.040394695968706575,0.9607155754598801,0.9281973228853553,0.02150745571605743
unet++,resnet34,zscore,scratch,252,1243,26072337,7.908064637184143,0.051488744917648606,0.9472627409599715,0.9064405000890731,0.0358251120362963,0.05067914937138078,0.9474944561983631,0.9100502210572565,0.03684271552733013
unet++,resnet34,zscore,other-dataset,252,1243,26072337,7.6226348972320555,0.050230280068356094,0.9534843817700902,0.9168823530668226,0.014794768529042365,0.04818822391936593,0.9520654133607185,0.9117192247656211,0.01983775958300583
unet++,resnet34,zscore,same-dataset,252,1243,26072337,7.700861449241638,0.04047236272095675,0.9617321124886277,0.930957858637275,0.016523828936947718,0.04047236272095675,0.9617321124886277,0.930957858637275,0.016523828936947718
